Time(ms),Voltage(mV)
1.0499999999999996,-63.32887309753543
1.0599999999999994,-63.31295760322624
1.0699999999999992,-63.29704210891705
1.079999999999999,-63.28112661460786
1.0899999999999987,-63.265211120298666
1.0999999999999985,-63.249295625989475
1.1099999999999983,-63.233380131680285
1.119999999999998,-63.217464637371094
1.129999999999998,-63.201549143061904
1.1399999999999977,-63.18563364875271
1.1499999999999975,-63.16971815444352
1.1599999999999973,-63.15380266013433
1.169999999999997,-63.13788716582514
1.1799999999999968,-63.12197167151595
1.1899999999999966,-63.10605617720676
1.1999999999999964,-63.09014068289757
1.2099999999999962,-63.07422518858838
1.219999999999996,-63.05830969427919
1.2299999999999958,-63.04239419997
1.2399999999999956,-63.02647870566081
1.2499999999999953,-63.01056321135162
1.2599999999999951,-62.994647717042426
1.269999999999995,-62.978732222733235
1.2799999999999947,-62.962816728424045
1.2899999999999945,-62.946901234114854
1.2999999999999943,-62.930985739805664
1.309999999999994,-62.91507024549647
1.3199999999999938,-62.89915475118728
1.3299999999999936,-62.88323925687809
1.3399999999999934,-62.8673237625689
1.3499999999999932,-62.85140826825971
1.359999999999993,-62.83549277395052
1.3699999999999928,-62.81957727964133
1.3799999999999926,-62.80366178533214
1.3899999999999924,-62.78774629102295
1.3999999999999921,-62.77183079671376
1.409999999999992,-62.75591530240457
1.4199999999999917,-62.73999980809538
1.4299999999999915,-62.724084313786186
1.4399999999999913,-62.708168819476995
1.449999999999991,-62.692253325167805
1.4599999999999909,-62.676337830858614
1.4699999999999906,-62.66042233654942
1.4799999999999904,-62.64450684224023
1.4899999999999902,-62.62859134793104
1.49999999999999,-62.61267585362185
1.5099999999999898,-62.59676035931266
1.5199999999999896,-62.58084486500347
1.5299999999999894,-62.56492937069428
1.5399999999999892,-62.54901387638509
1.549999999999989,-62.5330983820759
1.5599999999999887,-62.51718288776671
1.5699999999999885,-62.50126739345752
1.5799999999999883,-62.48535189914833
1.589999999999988,-62.469436404839136
1.5999999999999879,-62.453520910529946
1.6099999999999877,-62.437605416220755
1.6199999999999875,-62.421689921911565
1.6299999999999872,-62.405774427602374
1.639999999999987,-62.38985893329318
1.6499999999999868,-62.37394343898399
1.6599999999999866,-62.3580279446748
1.6699999999999864,-62.34211245036561
1.6799999999999862,-62.32619695605642
1.689999999999986,-62.31028146174723
1.6999999999999857,-62.29436596743804
1.7099999999999855,-62.27845047312885
1.7199999999999853,-62.26253497881966
1.729999999999985,-62.24661948451047
1.739999999999985,-62.23070399020128
1.7499999999999847,-62.21478849589209
1.7599999999999845,-62.198873001582896
1.7699999999999843,-62.182957507273706
1.779999999999984,-62.167042012964515
1.7899999999999838,-62.151126518655325
1.7999999999999836,-62.135211024346134
1.8099999999999834,-62.11929553003694
1.8199999999999832,-62.10338003572775
1.829999999999983,-62.08746454141856
1.8399999999999828,-62.07154904710937
1.8499999999999825,-62.05563355280018
1.8599999999999823,-62.03971805849099
1.8699999999999821,-62.0238025641818
1.879999999999982,-62.00788706987261
1.8899999999999817,-61.99197157556342
1.8999999999999815,-61.97605608125423
1.9099999999999813,-61.96014058694504
1.919999999999981,-61.94422509263585
1.9299999999999808,-61.928309598326656
1.9399999999999806,-61.912394104017466
1.9499999999999804,-61.896478609708275
1.9599999999999802,-61.880563115399084
1.96999999999998,-61.864647621089894
1.9799999999999798,-61.8487321267807
1.9899999999999796,-61.83281663247151
1.9999999999999793,-61.81690113816232
2.0099999999999794,-61.80098564385313
2.019999999999979,-61.78507014954394
2.029999999999979,-61.76915465523475
2.0399999999999787,-61.75323916092556
2.0499999999999785,-61.73732366661637
2.0599999999999783,-61.72140817230718
2.069999999999978,-61.70549267799799
2.079999999999978,-61.6895771836888
2.0899999999999777,-61.67366168937961
2.0999999999999774,-61.657746195070416
2.1099999999999772,-61.641830700761226
2.119999999999977,-61.625915206452035
2.129999999999977,-61.609999712142844
2.1399999999999766,-61.594084217833654
2.1499999999999764,-61.57816872352446
2.159999999999976,-61.56225322921527
2.169999999999976,-61.54633773490608
2.1799999999999757,-61.53042224059689
2.1899999999999755,-61.5145067462877
2.1999999999999753,-61.49859125197851
2.209999999999975,-61.48267575766932
2.219999999999975,-61.46676026336013
2.2299999999999747,-61.45084476905094
2.2399999999999745,-61.43492927474175
2.2499999999999742,-61.41901378043256
2.259999999999974,-61.40309828612337
2.269999999999974,-61.387182791814176
2.2799999999999736,-61.371267297504986
2.2899999999999734,-61.355351803195795
2.299999999999973,-61.339436308886604
2.309999999999973,-61.323520814577414
2.3199999999999728,-61.30760532026822
2.3299999999999725,-61.29168982595903
2.3399999999999723,-61.27577433164984
2.349999999999972,-61.25985883734065
2.359999999999972,-61.24394334303146
2.3699999999999717,-61.22802784872227
2.3799999999999715,-61.21211235441308
2.3899999999999713,-61.19619686010389
2.399999999999971,-61.1802813657947
2.409999999999971,-61.16436587148551
2.4199999999999706,-61.14845037717632
2.4299999999999704,-61.13253488286713
2.43999999999997,-61.116619388557936
2.44999999999997,-61.100703894248745
2.4599999999999698,-61.084788399939555
2.4699999999999696,-61.068872905630364
2.4799999999999693,-61.052957411321174
2.489999999999969,-61.03704191701198
2.499999999999969,-61.02112642270279
2.5099999999999687,-61.0052109283936
2.5199999999999685,-60.98929543408441
2.5299999999999683,-60.97337993977522
2.539999999999968,-60.95746444546603
2.549999999999968,-60.94154895115684
2.5599999999999676,-60.92563345684765
2.5699999999999674,-60.90971796253846
2.579999999999967,-60.89380246822927
2.589999999999967,-60.87788697392008
2.599999999999967,-60.86197147961089
2.6099999999999666,-60.846055985301696
2.6199999999999664,-60.830140490992505
2.629999999999966,-60.814224996683315
2.639999999999966,-60.798309502374124
2.6499999999999657,-60.782394008064934
2.6599999999999655,-60.76647851375574
2.6699999999999653,-60.75056301944655
2.679999999999965,-60.73464752513736
2.689999999999965,-60.71873203082817
2.6999999999999647,-60.70281653651898
2.7099999999999644,-60.68690104220979
2.7199999999999642,-60.6709855479006
2.729999999999964,-60.65507005359141
2.739999999999964,-60.63915455928222
2.7499999999999636,-60.62323906497303
2.7599999999999634,-60.60732357066384
2.769999999999963,-60.59140807635465
2.779999999999963,-60.575492582045456
2.7899999999999627,-60.559577087736265
2.7999999999999625,-60.543661593427075
2.8099999999999623,-60.527746099117884
2.819999999999962,-60.511830604808694
2.829999999999962,-60.4959151104995
2.8399999999999617,-60.47999961619031
2.8499999999999615,-60.46408412188112
2.8599999999999612,-60.44816862757193
2.869999999999961,-60.43225313326274
2.879999999999961,-60.41633763895355
2.8899999999999606,-60.40042214464436
2.8999999999999604,-60.38450665033517
2.90999999999996,-60.36859115602598
2.91999999999996,-60.35267566171679
2.9299999999999597,-60.3367601674076
2.9399999999999595,-60.32084467309841
2.9499999999999593,-60.304929178789216
2.959999999999959,-60.289013684480025
2.969999999999959,-60.273098190170835
2.9799999999999587,-60.257182695861644
2.9899999999999585,-60.24126720155245
2.9999999999999583,-60.22535170724326
3.009999999999958,-60.20943621293407
3.019999999999958,-60.19352071862488
3.0299999999999576,-60.17760522431569
3.0399999999999574,-60.1616897300065
3.049999999999957,-60.14577423569731
3.059999999999957,-60.12985874138812
3.0699999999999568,-60.11394324707893
3.0799999999999566,-60.09802775276974
3.0899999999999563,-60.08211225846055
3.099999999999956,-60.06619676415136
3.109999999999956,-60.050281269842166
3.1199999999999557,-60.034365775532976
3.1299999999999555,-60.018450281223785
3.1399999999999553,-60.002534786914595
3.149999999999955,-59.986619292605404
3.159999999999955,-59.97070379829621
3.1699999999999546,-59.95478830398702
3.1799999999999544,-59.93887280967783
3.189999999999954,-59.92295731536864
3.199999999999954,-59.90704182105945
3.209999999999954,-59.89112632675026
3.2199999999999536,-59.87521083244107
3.2299999999999534,-59.85929533813188
3.239999999999953,-59.84337984382269
3.249999999999953,-59.8274643495135
3.2599999999999527,-59.81154885520431
3.2699999999999525,-59.79563336089512
3.2799999999999523,-59.779717866585926
3.289999999999952,-59.763802372276736
3.299999999999952,-59.747886877967545
3.3099999999999516,-59.731971383658355
3.3199999999999514,-59.716055889349164
3.329999999999951,-59.70014039503997
3.339999999999951,-59.68422490073078
3.349999999999951,-59.66830940642159
3.3599999999999506,-59.6523939121124
3.3699999999999504,-59.63647841780321
3.37999999999995,-59.62056292349402
3.38999999999995,-59.60464742918483
3.3999999999999497,-59.58873193487564
3.4099999999999495,-59.57281644056645
3.4199999999999493,-59.55690094625726
3.429999999999949,-59.54098545194807
3.439999999999949,-59.52506995763888
3.4499999999999487,-59.509154463329686
3.4599999999999485,-59.493238969020496
3.4699999999999482,-59.477323474711305
3.479999999999948,-59.461407980402115
3.489999999999948,-59.445492486092924
3.4999999999999476,-59.42957699178373
3.5099999999999474,-59.41366149747454
3.519999999999947,-59.39774600316535
3.529999999999947,-59.38183050885616
3.5399999999999467,-59.36591501454697
3.5499999999999465,-59.34999952023778
3.5599999999999463,-59.33408402592859
3.569999999999946,-59.3181685316194
3.579999999999946,-59.30225303731021
3.5899999999999457,-59.28633754300102
3.5999999999999455,-59.27042204869183
3.6099999999999453,-59.25450655438264
3.619999999999945,-59.238591060073446
3.629999999999945,-59.222675565764256
3.6399999999999446,-59.206760071455065
3.6499999999999444,-59.190844577145874
3.659999999999944,-59.174929082836684
3.669999999999944,-59.15901358852749
3.6799999999999438,-59.1430980942183
3.6899999999999435,-59.12718259990911
3.6999999999999433,-59.11126710559992
3.709999999999943,-59.09535161129073
3.719999999999943,-59.07943611698154
3.7299999999999427,-59.06352062267235
3.7399999999999425,-59.04760512836316
3.7499999999999423,-59.03168963405397
3.759999999999942,-59.01577413974478
3.769999999999942,-58.99985864543559
3.7799999999999416,-58.9839431511264
3.7899999999999414,-58.968027656817206
3.799999999999941,-58.952112162508016
3.809999999999941,-58.936196668198825
3.8199999999999408,-58.920281173889634
3.8299999999999406,-58.904365679580444
3.8399999999999403,-58.88845018527125
3.84999999999994,-58.87253469096206
3.85999999999994,-58.85661919665287
3.8699999999999397,-58.84070370234368
3.8799999999999395,-58.82478820803449
3.8899999999999393,-58.8088727137253
3.899999999999939,-58.79295721941611
3.909999999999939,-58.77704172510692
3.9199999999999386,-58.76112623079773
3.9299999999999384,-58.74521073648854
3.939999999999938,-58.72929524217935
3.949999999999938,-58.71337974787016
3.959999999999938,-58.697464253560966
3.9699999999999376,-58.681548759251775
3.9799999999999374,-58.665633264942585
3.989999999999937,-58.649717770633394
3.999999999999937,-58.633802276324204
4.009999999999937,-58.61788678201501
4.0199999999999365,-58.60197128770582
4.029999999999936,-58.58605579339663
4.039999999999936,-58.57014029908744
4.049999999999936,-58.55422480477825
4.059999999999936,-58.53830931046906
4.0699999999999354,-58.52239381615987
4.079999999999935,-58.50647832185068
4.089999999999935,-58.49056282754149
4.099999999999935,-58.4746473332323
4.109999999999935,-58.45873183892311
4.119999999999934,-58.44281634461392
4.129999999999934,-58.426900850304726
4.139999999999934,-58.410985355995535
4.149999999999934,-58.395069861686345
4.1599999999999335,-58.379154367377154
4.169999999999933,-58.363238873067964
4.179999999999933,-58.34732337875877
4.189999999999933,-58.33140788444958
4.199999999999933,-58.31549239014039
4.2099999999999325,-58.2995768958312
4.219999999999932,-58.28366140152201
4.229999999999932,-58.26774590721282
4.239999999999932,-58.25183041290363
4.249999999999932,-58.23591491859444
4.259999999999931,-58.21999942428525
4.269999999999931,-58.20408392997606
4.279999999999931,-58.18816843566687
4.289999999999931,-58.17225294135768
4.2999999999999305,-58.156337447048486
4.30999999999993,-58.140421952739295
4.31999999999993,-58.124506458430105
4.32999999999993,-58.108590964120914
4.33999999999993,-58.092675469811724
4.3499999999999295,-58.07675997550253
4.359999999999929,-58.06084448119334
4.369999999999929,-58.04492898688415
4.379999999999929,-58.02901349257496
4.389999999999929,-58.01309799826577
4.399999999999928,-57.99718250395658
4.409999999999928,-57.98126700964739
4.419999999999928,-57.9653515153382
4.429999999999928,-57.94943602102901
4.439999999999928,-57.93352052671982
4.449999999999927,-57.91760503241063
4.459999999999927,-57.90168953810144
4.469999999999927,-57.885774043792246
4.479999999999927,-57.869858549483055
4.4899999999999265,-57.853943055173865
4.499999999999926,-57.838027560864674
4.509999999999926,-57.82211206655548
4.519999999999926,-57.80619657224629
4.529999999999926,-57.7902810779371
4.539999999999925,-57.77436558362791
4.549999999999925,-57.75845008931872
4.559999999999925,-57.74253459500953
4.569999999999925,-57.72661910070034
4.579999999999925,-57.71070360639115
4.589999999999924,-57.69478811208196
4.599999999999924,-57.67887261777277
4.609999999999924,-57.66295712346358
4.619999999999924,-57.64704162915439
4.6299999999999235,-57.631126134845196
4.639999999999923,-57.615210640536006
4.649999999999923,-57.599295146226815
4.659999999999923,-57.583379651917625
4.669999999999923,-57.567464157608434
4.6799999999999224,-57.55154866329924
4.689999999999922,-57.53563316899005
4.699999999999922,-57.51971767468086
4.709999999999922,-57.50380218037167
4.719999999999922,-57.48788668606248
4.729999999999921,-57.47197119175329
4.739999999999921,-57.4560556974441
4.749999999999921,-57.44014020313491
4.759999999999921,-57.42422470882572
4.7699999999999205,-57.40830921451653
4.77999999999992,-57.39239372020734
4.78999999999992,-57.37647822589815
4.79999999999992,-57.360562731588956
4.80999999999992,-57.344647237279766
4.8199999999999195,-57.328731742970575
4.829999999999919,-57.312816248661385
4.839999999999919,-57.296900754352194
4.849999999999919,-57.280985260043
4.859999999999919,-57.26506976573381
4.869999999999918,-57.24915427142462
4.879999999999918,-57.23323877711543
4.889999999999918,-57.21732328280624
4.899999999999918,-57.20140778849705
4.9099999999999175,-57.18549229418786
4.919999999999917,-57.16957679987867
4.929999999999917,-57.15366130556948
4.939999999999917,-57.13774581126029
4.949999999999917,-57.1218303169511
4.9599999999999165,-57.10591482264191
4.969999999999916,-57.089999328332716
4.979999999999916,-57.074083834023526
4.989999999999916,-57.058168339714335
4.999999999999916,-57.042252845405145
5.009999999999915,-57.026337351095954
5.019999999999915,-57.01042185678676
5.029999999999915,-56.99450636247757
5.039999999999915,-56.97859086816838
5.049999999999915,-56.96267537385919
5.059999999999914,-56.94675987955
5.069999999999914,-56.93084438524081
5.079999999999914,-56.91492889093162
5.089999999999914,-56.89901339662243
5.0999999999999135,-56.88309790231324
5.109999999999913,-56.86718240800405
5.119999999999913,-56.85126691369486
5.129999999999913,-56.83535141938567
5.139999999999913,-56.819435925076476
5.149999999999912,-56.803520430767286
5.159999999999912,-56.787604936458095
5.169999999999912,-56.771689442148904
5.179999999999912,-56.755773947839714
5.189999999999912,-56.73985845353052
5.199999999999911,-56.72394295922133
5.209999999999911,-56.70802746491214
5.219999999999911,-56.69211197060295
5.229999999999911,-56.67619647629376
5.2399999999999105,-56.66028098198457
5.24999999999991,-56.64436548767538
5.25999999999991,-56.62844999336619
5.26999999999991,-56.612534499057
5.27999999999991,-56.59661900474781
5.289999999999909,-56.58070351043862
5.299999999999909,-56.56478801612943
5.309999999999909,-56.548872521820236
5.319999999999909,-56.532957027511046
5.329999999999909,-56.517041533201855
5.339999999999908,-56.501126038892664
5.349999999999908,-56.485210544583474
5.359999999999908,-56.46929505027428
5.369999999999908,-56.45337955596509
5.3799999999999075,-56.4374640616559
5.389999999999907,-56.42154856734671
5.399999999999907,-56.40563307303752
5.409999999999907,-56.38971757872833
5.419999999999907,-56.37380208441914
5.4299999999999065,-56.35788659010995
5.439999999999906,-56.34197109580076
5.449999999999906,-56.32605560149157
5.459999999999906,-56.31014010718238
5.469999999999906,-56.29422461287319
5.479999999999905,-56.278309118563996
5.489999999999905,-56.262393624254806
5.499999999999905,-56.246478129945615
5.509999999999905,-56.230562635636424
5.5199999999999045,-56.214647141327234
5.529999999999904,-56.19873164701804
5.539999999999904,-56.18281615270885
5.549999999999904,-56.16690065839966
5.559999999999904,-56.15098516409047
5.5699999999999035,-56.13506966978128
5.579999999999903,-56.11915417547209
5.589999999999903,-56.1032386811629
5.599999999999903,-56.08732318685371
5.609999999999903,-56.07140769254452
5.619999999999902,-56.05549219823533
5.629999999999902,-56.03957670392614
5.639999999999902,-56.02366120961695
5.649999999999902,-56.007745715307756
5.6599999999999016,-55.991830220998565
5.669999999999901,-55.975914726689375
5.679999999999901,-55.959999232380184
5.689999999999901,-55.944083738070994
5.699999999999901,-55.9281682437618
5.7099999999999005,-55.91225274945261
5.7199999999999,-55.89633725514342
5.7299999999999,-55.88042176083423
5.7399999999999,-55.86450626652504
5.7499999999999,-55.84859077221585
5.759999999999899,-55.83267527790666
5.769999999999899,-55.81675978359747
5.779999999999899,-55.80084428928828
5.789999999999899,-55.78492879497909
5.799999999999899,-55.7690133006699
5.809999999999898,-55.75309780636071
5.819999999999898,-55.737182312051516
5.829999999999898,-55.721266817742325
5.839999999999898,-55.705351323433135
5.8499999999998975,-55.689435829123944
5.859999999999897,-55.673520334814754
5.869999999999897,-55.65760484050556
5.879999999999897,-55.64168934619637
5.889999999999897,-55.62577385188718
5.899999999999896,-55.60985835757799
5.909999999999896,-55.5939428632688
5.919999999999896,-55.57802736895961
5.929999999999896,-55.56211187465042
5.939999999999896,-55.54619638034123
5.949999999999895,-55.53028088603204
5.959999999999895,-55.51436539172285
5.969999999999895,-55.49844989741366
5.979999999999895,-55.48253440310447
5.9899999999998945,-55.466618908795276
5.999999999999894,-55.450703414486085
6.009999999999894,-55.434787920176895
6.019999999999894,-55.418872425867704
6.029999999999894,-55.40295693155851
6.0399999999998935,-55.38704143724932
6.049999999999893,-55.37112594294013
6.059999999999893,-55.35521044863094
6.069999999999893,-55.33929495432175
6.079999999999893,-55.32337946001256
6.089999999999892,-55.30746396570337
6.099999999999892,-55.29154847139418
6.109999999999892,-55.27563297708499
6.119999999999892,-55.2597174827758
6.1299999999998915,-55.24380198846661
6.139999999999891,-55.22788649415742
6.149999999999891,-55.211970999848226
6.159999999999891,-55.196055505539036
6.169999999999891,-55.180140011229845
6.1799999999998905,-55.164224516920655
6.18999999999989,-55.148309022611464
6.19999999999989,-55.13239352830227
6.20999999999989,-55.11647803399308
6.21999999999989,-55.10056253968389
6.229999999999889,-55.0846470453747
6.239999999999889,-55.06873155106551
6.249999999999889,-55.05281605675632
6.259999999999889,-55.03690056244713
6.2699999999998886,-55.02098506813794
6.279999999999888,-55.00506957382875
6.289999999999888,-54.98915407951956
6.299999999999888,-54.97323858521037
6.309999999999888,-54.95732309090118
6.3199999999998875,-54.941407596591986
6.329999999999887,-54.925492102282796
6.339999999999887,-54.909576607973605
6.349999999999887,-54.893661113664415
6.359999999999887,-54.877745619355224
6.369999999999886,-54.86183012504603
6.379999999999886,-54.84591463073684
6.389999999999886,-54.82999913642765
6.399999999999886,-54.81408364211846
6.409999999999886,-54.79816814780927
6.419999999999885,-54.78225265350008
6.429999999999885,-54.76633715919089
6.439999999999885,-54.7504216648817
6.449999999999885,-54.73450617057251
6.4599999999998845,-54.71859067626332
6.469999999999884,-54.70267518195413
6.479999999999884,-54.68675968764494
6.489999999999884,-54.670844193335746
6.499999999999884,-54.654928699026556
6.509999999999883,-54.639013204717365
6.519999999999883,-54.623097710408175
6.529999999999883,-54.607182216098984
6.539999999999883,-54.59126672178979
6.549999999999883,-54.5753512274806
6.559999999999882,-54.55943573317141
6.569999999999882,-54.54352023886222
6.579999999999882,-54.52760474455303
6.589999999999882,-54.51168925024384
6.5999999999998815,-54.49577375593465
6.609999999999881,-54.47985826162546
6.619999999999881,-54.46394276731627
6.629999999999881,-54.44802727300708
6.639999999999881,-54.43211177869789
6.6499999999998805,-54.4161962843887
6.65999999999988,-54.400280790079506
6.66999999999988,-54.384365295770316
6.67999999999988,-54.368449801461125
6.68999999999988,-54.352534307151934
6.699999999999879,-54.336618812842744
6.709999999999879,-54.32070331853355
6.719999999999879,-54.30478782422436
6.729999999999879,-54.28887232991517
6.7399999999998785,-54.27295683560598
6.749999999999878,-54.25704134129679
6.759999999999878,-54.2411258469876
6.769999999999878,-54.22521035267841
6.779999999999878,-54.20929485836922
6.7899999999998775,-54.19337936406003
6.799999999999877,-54.17746386975084
6.809999999999877,-54.16154837544165
6.819999999999877,-54.14563288113246
6.829999999999877,-54.129717386823266
6.839999999999876,-54.113801892514076
6.849999999999876,-54.097886398204885
6.859999999999876,-54.081970903895694
6.869999999999876,-54.066055409586504
6.8799999999998755,-54.05013991527731
6.889999999999875,-54.03422442096812
6.899999999999875,-54.01830892665893
6.909999999999875,-54.00239343234974
6.919999999999875,-53.98647793804055
6.9299999999998745,-53.97056244373136
6.939999999999874,-53.95464694942217
6.949999999999874,-53.93873145511298
6.959999999999874,-53.92281596080379
6.969999999999874,-53.9069004664946
6.979999999999873,-53.89098497218541
6.989999999999873,-53.87506947787622
6.999999999999873,-53.859153983567026
7.009999999999873,-53.843238489257836
7.019999999999873,-53.827322994948645
7.029999999999872,-53.811407500639454
7.039999999999872,-53.795492006330264
7.049999999999872,-53.77957651202107
7.059999999999872,-53.76366101771188
7.0699999999998715,-53.74774552340269
7.079999999999871,-53.7318300290935
7.089999999999871,-53.71591453478431
7.099999999999871,-53.69999904047512
7.109999999999871,-53.68408354616593
7.11999999999987,-53.66816805185674
7.12999999999987,-53.65225255754755
7.13999999999987,-53.63633706323836
7.14999999999987,-53.62042156892917
7.15999999999987,-53.60450607461998
7.169999999999869,-53.588590580310786
7.179999999999869,-53.572675086001595
7.189999999999869,-53.556759591692405
7.199999999999869,-53.540844097383214
7.2099999999998685,-53.524928603074024
7.219999999999868,-53.50901310876483
7.229999999999868,-53.49309761445564
7.239999999999868,-53.47718212014645
7.249999999999868,-53.46126662583726
7.2599999999998674,-53.44535113152807
7.269999999999867,-53.42943563721888
7.279999999999867,-53.41352014290969
7.289999999999867,-53.3976046486005
7.299999999999867,-53.38168915429131
7.309999999999866,-53.36577365998212
7.319999999999866,-53.34985816567293
7.329999999999866,-53.33394267136374
7.339999999999866,-53.318027177054546
7.3499999999998655,-53.302111682745355
7.359999999999865,-53.286196188436165
7.369999999999865,-53.270280694126974
7.379999999999865,-53.254365199817784
7.389999999999865,-53.23844970550859
7.3999999999998645,-53.2225342111994
7.409999999999864,-53.20661871689021
7.419999999999864,-53.19070322258102
7.429999999999864,-53.17478772827183
7.439999999999864,-53.15887223396264
7.449999999999863,-53.14295673965345
7.459999999999863,-53.12704124534426
7.469999999999863,-53.11112575103507
7.479999999999863,-53.09521025672588
7.4899999999998625,-53.07929476241669
7.499999999999862,-53.0633792681075
7.509999999999862,-53.047463773798306
7.519999999999862,-53.031548279489115
7.529999999999862,-53.015632785179925
7.5399999999998615,-52.999717290870734
7.549999999999861,-52.98380179656154
7.559999999999861,-52.96788630225235
7.569999999999861,-52.95197080794316
7.579999999999861,-52.93605531363397
7.58999999999986,-52.92013981932478
7.59999999999986,-52.90422432501559
7.60999999999986,-52.8883088307064
7.61999999999986,-52.87239333639721
7.62999999999986,-52.85647784208802
7.639999999999859,-52.84056234777883
7.649999999999859,-52.82464685346964
7.659999999999859,-52.80873135916045
7.669999999999859,-52.792815864851256
7.6799999999998585,-52.776900370542066
7.689999999999858,-52.760984876232875
7.699999999999858,-52.745069381923685
7.709999999999858,-52.729153887614494
7.719999999999858,-52.7132383933053
7.729999999999857,-52.69732289899611
7.739999999999857,-52.68140740468692
7.749999999999857,-52.66549191037773
7.759999999999857,-52.64957641606854
7.769999999999857,-52.63366092175935
7.779999999999856,-52.61774542745016
7.789999999999856,-52.60182993314097
7.799999999999856,-52.58591443883178
7.809999999999856,-52.56999894452259
7.8199999999998555,-52.5540834502134
7.829999999999855,-52.53816795590421
7.839999999999855,-52.522252461595016
7.849999999999855,-52.506336967285826
7.859999999999855,-52.490421472976635
7.8699999999998544,-52.474505978667445
7.879999999999854,-52.458590484358254
7.889999999999854,-52.44267499004906
7.899999999999854,-52.42675949573987
7.909999999999854,-52.41084400143068
7.919999999999853,-52.39492850712149
7.929999999999853,-52.3790130128123
7.939999999999853,-52.36309751850311
7.949999999999853,-52.34718202419392
7.9599999999998525,-52.33126652988473
7.969999999999852,-52.31535103557554
7.979999999999852,-52.29943554126635
7.989999999999852,-52.28352004695716
7.999999999999852,-52.26760455264797
8.009999999999852,-52.251689058338776
8.019999999999854,-52.235773564029586
8.029999999999855,-52.219858069720395
