t(ms),V(mV)
0.0,-70.0
0.025,-70.0
0.05,-70.0
0.075,-70.0
0.09999999999999999,-70.0
0.12499999999999999,-70.0
0.15,-70.0
0.17500000000000002,-70.0
0.20000000000000004,-70.0
0.22500000000000006,-70.0
0.25000000000000006,-70.0
0.2750000000000001,-70.0
0.3000000000000001,-70.0
0.3250000000000001,-70.0
0.35000000000000014,-70.0
0.37500000000000017,-70.0
0.4000000000000002,-70.0
0.4250000000000002,-70.0
0.45000000000000023,-70.0
0.47500000000000026,-70.0
0.5000000000000002,-70.0
0.5250000000000001,-70.0
0.55,-70.0
0.575,-70.0
0.5999999999999999,-70.0
0.6249999999999998,-70.0
0.6499999999999997,-70.0
0.6749999999999996,-70.0
0.6999999999999995,-70.0
0.7249999999999994,-70.0
0.7499999999999993,-70.0
0.7749999999999992,-70.0
0.7999999999999992,-70.0
0.8249999999999991,-70.0
0.849999999999999,-70.0
0.8749999999999989,-70.0
0.8999999999999988,-70.0
0.9249999999999987,-70.0
0.9499999999999986,-70.0
0.9749999999999985,-70.0
0.9999999999999984,-70.0
1.0249999999999984,-70.0
1.0499999999999983,-70.0
1.0749999999999982,-70.0
1.099999999999998,-70.0
1.124999999999998,-70.0
1.149999999999998,-70.0
1.1749999999999978,-70.0
1.1999999999999977,-70.0
1.2249999999999976,-70.0
1.2499999999999976,-70.0
1.2749999999999975,-70.0
1.2999999999999974,-70.0
1.3249999999999973,-70.0
1.3499999999999972,-70.0
1.3749999999999971,-70.0
1.399999999999997,-70.0
1.424999999999997,-70.0
1.4499999999999968,-70.0
1.4749999999999968,-70.0
1.4999999999999967,-70.0
1.5249999999999966,-70.0
1.5499999999999965,-70.0
1.5749999999999964,-70.0
1.5999999999999963,-70.0
1.6249999999999962,-70.0
1.6499999999999961,-70.0
1.674999999999996,-70.0
1.699999999999996,-70.0
1.7249999999999959,-70.0
1.7499999999999958,-70.0
1.7749999999999957,-70.0
1.7999999999999956,-70.0
1.8249999999999955,-70.0
1.8499999999999954,-70.0
1.8749999999999953,-70.0
1.8999999999999952,-70.0
