t (ms),v (mV)
0.0,-0.065
0.01,-0.065
0.02,119.99999950562048
0.030000000000000002,119.99670171198363
0.04,119.9808177168081
0.049999999999999996,119.94723275915933
0.05999999999999999,119.89537971785275
0.06999999999999999,119.82664554547458
0.08,119.74244868226494
0.09000000000000001,119.64329004157601
0.10000000000000002,119.52844321936855
0.11000000000000003,119.39597324964575
0.12000000000000004,119.24289442522793
0.13000000000000003,119.06537036058685
0.14000000000000004,118.85891326182261
0.15000000000000005,118.618566572801
0.16000000000000006,118.3390674404324
0.17000000000000007,118.01499019839446
0.18000000000000008,117.6408733703078
0.19000000000000009,117.21133258121515
0.2000000000000001,116.72116119431935
0.2100000000000001,116.16541986907973
0.2200000000000001,115.53951572140176
0.23000000000000012,114.83927139755444
0.24000000000000013,114.06098414508179
0.2500000000000001,113.20147485467488
0.2600000000000001,112.25812703153667
0.27000000000000013,111.22891570920282
0.28000000000000014,110.11242642169542
0.29000000000000015,108.90786448278766
0.30000000000000016,107.61505496828029
0.31000000000000016,106.23443394536943
0.3200000000000002,104.76703163174594
0.3300000000000002,103.21444828775572
0.3400000000000002,101.5788237418706
0.3500000000000002,99.86280151913742
0.3600000000000002,98.06948858266124
0.3700000000000002,96.20241170957486
0.3800000000000002,94.26547150719466
0.39000000000000024,92.26289503498488
0.40000000000000024,90.19918793730352
0.41000000000000025,88.07908691496117
0.42000000000000026,85.90751327487564
0.43000000000000027,83.68952820080676
0.4400000000000003,81.4302902884913
0.4500000000000003,79.13501578895519
0.4600000000000003,76.80894190717197
0.4700000000000003,74.45729341178951
0.4800000000000003,72.08525272642883
0.4900000000000003,69.6979335941933
0.5000000000000003,67.30035833348161
0.5100000000000003,64.897438632421
0.5200000000000004,62.493959757586374
0.5300000000000004,60.09456797572407
0.5400000000000004,57.70376090161002
0.5500000000000004,55.32588039199402
0.5600000000000004,52.96510751316425
0.5700000000000004,50.625459031940416
0.5800000000000004,48.310784813324624
0.5900000000000004,46.024765373075425
0.6000000000000004,43.77090840785927
0.6100000000000004,41.55254213246974
0.6200000000000004,39.372801846270505
0.6300000000000004,37.2346055130499
0.6400000000000005,35.14061588084247
0.6500000000000005,33.09319057763626
0.6600000000000005,31.094324493308118
0.6700000000000005,29.14558531886079
0.6800000000000005,27.248018991114943
0.6900000000000005,25.40186448740004
0.7000000000000005,23.604861719746115
0.7100000000000005,21.84368225478982
0.7200000000000005,23.828073801114442
0.7300000000000005,79.2049465183674
0.7400000000000005,76.42874998682632
0.7500000000000006,73.6402538014841
0.7600000000000006,70.84899082456202
0.7700000000000006,68.06332190386355
0.7800000000000006,65.290538182562
0.7900000000000006,62.53701078595345
0.8000000000000006,59.808341302834904
0.8100000000000006,57.10949385452512
0.8200000000000006,54.44490339001253
0.8300000000000006,51.81856131795804
0.8400000000000006,49.234082287965734
0.8500000000000006,46.69475642352525
0.8600000000000007,44.20358958235197
0.8700000000000007,41.76332981017979
0.8800000000000007,39.37647273536374
0.8900000000000007,37.04523795950683
0.9000000000000007,34.77151729452696
0.9100000000000007,32.55680813997894
0.9200000000000007,30.402147671454035
0.9300000000000007,28.308045237070687
0.9400000000000007,26.274335377710425
0.9500000000000007,24.299397345150524
0.9600000000000007,22.373998947465246
0.9700000000000008,20.72535469206515
0.9800000000000008,99.50379311591948
0.9900000000000008,95.9549752764336
1.0000000000000007,92.37016625331417
1.0100000000000005,88.76980541256144
1.0200000000000002,85.17072149859524
1.03,81.58654775106493
1.0399999999999998,78.02832510083624
1.0499999999999996,74.50507209600904
1.0599999999999994,71.02425238152856
1.0699999999999992,67.59213427812495
1.079999999999999,64.21405877928578
1.0899999999999987,60.89463622291557
1.0999999999999985,57.637889408650274
1.1099999999999983,54.447357144732074
1.119999999999998,51.32616931700682
1.129999999999998,48.27710302374593
1.1399999999999977,45.30262734655044
1.1499999999999975,42.404937440802776
1.1599999999999973,39.58596430055792
1.169999999999997,36.84733663242106
1.1799999999999968,34.190288404539615
1.1899999999999966,31.615541435934787
1.1999999999999964,29.123198424958403
1.2099999999999962,26.712616289848654
1.219999999999996,24.381872254733665
1.2299999999999958,22.122895106035696
1.2399999999999956,20.071155625701365
1.2499999999999953,104.74147295922015
1.2599999999999951,100.48124055878364
1.269999999999995,96.2094002188689
1.2799999999999947,91.94995795827919
1.2899999999999945,87.72180267914784
1.2999999999999943,83.53959786593674
1.309999999999994,79.41473980089562
1.3199999999999938,75.35616644497199
1.3299999999999936,71.3709791322393
1.3399999999999934,67.46490075363431
1.3499999999999932,63.642607462536034
1.359999999999993,59.90796713630749
1.3699999999999928,56.264209885700765
1.3799999999999926,52.7140491564807
1.3899999999999924,49.25976849936179
1.3999999999999921,45.90328776386757
1.409999999999992,42.646215912922706
1.4199999999999917,39.48987541384537
