t(ms),V(mV)
0.0,0.0
0.025,0.2333362882915617
0.05,0.4660509784434224
0.075,0.6981449406545444
0.09999999999999999,0.9296188695097722
0.12499999999999999,1.1604732889645044
0.15,1.3907085570853455
0.17500000000000002,1.6203248707017888
0.20000000000000004,1.849322270513044
0.22500000000000006,2.0777006451496987
0.25000000000000006,2.3054597360748756
0.2750000000000001,2.5325991422927494
0.3000000000000001,2.7591183247846667
0.3250000000000001,2.9850166114459222
0.35000000000000014,3.210293200965947
0.37500000000000017,3.4349471677433256
0.4000000000000002,3.6589774660473444
0.4250000000000002,3.882382934582836
0.45000000000000023,4.105162300530992
0.47500000000000026,4.3273141837563465
0.5000000000000002,4.5488371010211415
0.5250000000000001,4.769729469976215
0.55,4.989989613230749
0.575,5.20961576211997
0.5999999999999999,5.428606061148223
0.6249999999999998,5.646958570549304
0.6499999999999997,5.864671271097913
0.6749999999999996,6.081742067037836
0.6999999999999995,6.298168790051376
0.7249999999999994,6.513949202548007
0.7499999999999993,6.72908100057827
0.7749999999999992,6.943561817700553
0.7999999999999992,7.157389227949538
0.8249999999999991,7.370560748944652
0.849999999999999,7.5830738449160995
0.8749999999999989,7.794925929721419
0.8999999999999988,8.00611436920091
0.9249999999999987,8.216636484758883
0.9499999999999986,8.426489555629466
0.9749999999999985,8.635670821429494
0.9999999999999984,8.844177484920579
1.0249999999999984,9.052006714263856
1.0499999999999983,9.259155645629045
1.0749999999999982,9.465621385160272
1.099999999999998,9.671401011862557
1.124999999999998,9.876491579141684
1.149999999999998,10.080890117056665
1.1749999999999978,10.284593634711296
1.1999999999999977,10.487599121669671
1.2249999999999976,10.689903550357394
1.2499999999999976,10.891503877976982
1.2749999999999975,11.09239704746732
1.2999999999999974,11.292579989928685
1.3249999999999973,11.49204962649939
1.3499999999999972,11.690802869356911
1.3749999999999971,11.888836623763181
1.399999999999997,12.086147789238527
1.424999999999997,12.282733261164433
1.4499999999999968,12.478589932269111
1.4749999999999968,12.67371469399939
1.4999999999999967,12.868104437649244
1.5249999999999966,13.061756055848482
1.5499999999999965,13.254666443742968
1.5749999999999964,13.446832500335299
1.5999999999999963,13.638251129130726
1.6249999999999962,13.82891924026095
1.6499999999999961,14.018833750472671
1.674999999999996,14.207991585051662
1.699999999999996,14.39638967840816
1.7249999999999959,14.584024975093529
1.7499999999999958,14.770894431365708
1.7749999999999957,14.956995015186969
1.7999999999999956,15.142323707995892
1.8249999999999955,15.32687750523713
1.8499999999999954,15.510653417318872
1.8749999999999953,15.69364847048598
1.8999999999999952,15.875859707674099
1.9249999999999952,16.05728418915959
1.949999999999995,16.237918993877393
1.974999999999995,16.417761219972473
1.999999999999995,16.596807985219918
2.024999999999995,16.775056428294615
2.0499999999999954,16.952503709347862
2.0749999999999957,17.12914701075791
2.099999999999996,17.304983537869337
2.1249999999999964,17.480010519721993
2.149999999999997,17.65422520982989
2.174999999999997,17.827624886712044
2.1999999999999975,18.00020685518753
2.224999999999998,18.171968445942113
2.2499999999999982,18.34290701722341
2.2749999999999986,18.513019955221804
2.299999999999999,18.68230467468443
2.3249999999999993,18.850758619351716
2.3499999999999996,19.018379263369866
2.375,19.185164110907866
2.4000000000000004,19.351110697672066
2.4250000000000007,19.516216591092554
2.450000000000001,19.680479391248383
2.4750000000000014,19.843896731221047
2.5000000000000018,20.006466278008006
2.525000000000002,20.1681857328151
2.5500000000000025,20.32905283190498
2.575000000000003,20.489065347270742
2.600000000000003,20.648221087249354
2.6250000000000036,20.80651789686004
2.650000000000004,20.963953658847053
2.6750000000000043,21.120526293687128
2.7000000000000046,21.276233760889408
2.725000000000005,21.43107405905105
2.7500000000000053,21.585045226609495
2.7750000000000057,21.738145342794848
2.800000000000006,21.890372527367624
2.8250000000000064,22.041724942138764
2.8500000000000068,22.19220079075551
2.875000000000007,22.341798319837523
2.9000000000000075,22.49051581932584
2.925000000000008,22.638351622933634
2.950000000000008,22.78530410864432
2.9750000000000085,22.931371699704812
3.000000000000009,23.076552864702894
3.0250000000000092,23.220846118146152
3.0500000000000096,23.36425002103201
3.07500000000001,23.506763181701178
3.1000000000000103,23.648384255750724
3.1250000000000107,23.789111946922016
3.150000000000011,23.928945007488366
3.1750000000000114,24.067882238732253
3.2000000000000117,24.205922491366156
3.225000000000012,24.343064665992525
3.2500000000000124,24.479307713740475
3.275000000000013,24.614650636376236
3.300000000000013,24.749092487058967
3.3250000000000135,24.882632370617188
3.350000000000014,25.015269443864558
3.375000000000014,25.147002916133022
3.4000000000000146,25.277832049699796
3.425000000000015,25.40775615984499
3.4500000000000153,25.536774615526785
3.4750000000000156,25.664886839900895
3.500000000000016,25.792092309993393
3.5250000000000163,25.918390557638848
3.5500000000000167,26.04378116952354
3.575000000000017,26.16826378752323
3.6000000000000174,26.29183810902533
3.6250000000000178,26.414503887067376
3.650000000000018,26.536260930799397
3.6750000000000185,26.65710910550982
3.700000000000019,26.777048332891095
3.725000000000019,26.896078591410777
3.7500000000000195,27.01419991637779
3.77500000000002,27.131412400078414
3.8000000000000203,27.2477161918585
3.8250000000000206,27.363111498588136
3.850000000000021,27.47759858447017
3.8750000000000213,27.591177771351227
3.9000000000000217,27.70384943873827
3.925000000000022,27.815614023916872
3.9500000000000224,27.926472021823724
3.9750000000000227,28.036423985437608
4.000000000000023,28.145470525579118
4.0250000000000234,28.253612310814542
4.050000000000024,28.360850067861666
4.075000000000024,28.467184581087313
4.1000000000000245,28.572616692803106
4.125000000000025,28.6771473032076
4.150000000000025,28.780777369921452
4.175000000000026,28.883507908437632
4.200000000000026,28.9853399917636
4.225000000000026,29.0862747501962
4.250000000000027,29.18631337139268
4.275000000000027,29.285457100109795
4.300000000000027,29.38370723786386
4.325000000000028,29.481065143148523
4.350000000000028,29.57753223089038
4.375000000000028,29.67310997229671
4.400000000000029,29.76779989471602
4.425000000000029,29.86160358131701
4.4500000000000295,29.95452267075465
4.47500000000003,30.0465588571069
4.50000000000003,30.13771388928538
4.5250000000000306,30.22798957084632
4.550000000000031,30.317387759687847
4.575000000000031,30.405910367730417
4.600000000000032,30.493559360370636
4.625000000000032,30.580336756404705
4.650000000000032,30.6662446272454
4.675000000000033,30.751285096959705
4.700000000000033,30.835460341375917
4.725000000000033,30.918772588028393
4.750000000000034,31.00122411550411
4.775000000000034,31.082817253121622
4.8000000000000345,31.163554380202317
4.825000000000035,31.243437925943944
4.850000000000035,31.322470368612482
4.8750000000000355,31.40065423519329
4.900000000000036,31.477992100703464
4.925000000000036,31.55448658794646
4.950000000000037,31.63014036661735
4.975000000000037,31.704956152954136
5.000000000000037,31.778936709138296
5.025000000000038,31.852084842586276
5.050000000000038,31.924403405609322
5.075000000000038,31.995895294461555
5.100000000000039,32.066563449124594
